naic_product,sic_industry,sic_product,sic_title
NA,NA,2051123,"White pan bread, including frozen"
NA,NA,2051132,"White hearth bread, including french and italian"
NA,NA,2051136,"Wholewheat, cracked wheat, multigrain and other dark wheat breads"
NA,NA,2051143,"Other variety breads, including rye, raisin, pumpernickel, etc"
3118124,NA,20512,"Bread type rolls, stuffing, and crumbs"
NA,NA,2051233,Hamburger and weiner rolls
NA,NA,2051238,"All other bread rolls & stuffing, incl bagels, croissants, Eng. muffins"
311812D,NA,20513,"Sweet yeast goods except frozen, incl yeast raised doughnuts, danishes, etc"
3118127,NA,20514,"Soft cakes, except frozen, including fruit, pound, layer, etc"
311812A,NA,20515,"Pies, except frozen, including fruit, cream, and custard"
NA,NA,20516,"Pastries, except frozen, including cream puffs, eclairs, muffins, etc"
NA,NA,20517,"Doughnuts except frozen, cake type"
311812SM,NA,2051SM,Secondary products and miscellaneous receipts
311812M,NA,2051M,Miscellaneous receipts
NA,NA,2051Z89,Resales
311812S,NA,2051S,Secondary products
311821,2052,2052,Cookies and crackers
311821P,NA,2052P,Primary products
3118211,NA,20521,"Crackers, pretzels, biscuits, and related products"
NA,NA,2052125,Saltines
NA,NA,2052199,All other cracker and related products
3118214,NA,20522,"Cookies, wafers, and ice cream cones and cups, except frozen"
NA,NA,2052213,Sandwich cookies
NA,NA,2052217,Chocolate chip cookies
NA,NA,2052299,"All other cookie, wafer, ice cream cone/cups, toaster pastries, related products"
311821SM,NA,2052SM,Secondary products and miscellaneous receipts
311821M,NA,2052M,Miscellaneous receipts
NA,NA,2052Z89,Resales
311821S,NA,2052S,Secondary products
NA,NA,2052SS,Secondary products
311813,2053,2053,"Frozen bakery products, except bread"
311813P,NA,2053P,Primary products
3118131,NA,20531,Frozen bakery products
NA,NA,2053111,"Frozen pies (fruit, custard and cream type)"
NA,NA,2053113,"Sweet yeast goods including yeast raised doughnuts, sweet rolls, coffeecake, etc"
NA,NA,2053114,"Soft cakes including pound, layer, sheet, fruit, cheese, etc"
NA,NA,2053119,All other bakery products including cookies and pastries; excluding bread and rolls
311813SM,NA,2053SM,Secondary products and miscellaneous receipts
311813M,NA,2053M,Miscellaneous receipts
311813S,NA,2053S,Secondary products
311311,2061,2061,Raw cane sugar mills
311311P,NA,2061P,Primary products
NA,NA,20611,Raw cane sugar
NA,NA,2061111,Raw cane sugar
NA,NA,20612,Other sugar cane mill products and byproducts
NA,NA,2061265,"Molasses and syrup, including cane blackstrap (except refiners' blackstrap)"
311311SM,NA,2061SM,Secondary products and miscellaneous receipts
311311M,NA,2061M,Miscellaneous receipts
311311S,NA,2061S,Secondary products
311312,2062,2062,Cane sugar refining
311312P,NA,2062P,Primary products
3113121,NA,20621,Refined cane sugar and byproducts
311312SM,NA,2062SM,Secondary products and miscellaneous receipts
311312M,NA,2062M,Miscellaneous receipts
311312S,NA,2062S,Secondary products
311313,2063,2063,Beet sugar processing
311313P,NA,2063P,Primary products
3113131,NA,20631,Refined beet sugar and byproducts
311313SM,NA,2063SM,Secondary products and miscellaneous receipts
311313M,NA,2063M,Miscellaneous receipts
311313S,NA,2063S,Secondary products
NA,2064,2064,"Candy and other confectionery products, and chewing gum"
NA,NA,2064P,Primary products
3113301,NA,20642,Chocolate and chocolate type confectionery products made from purchased chocolate
NA,NA,20642A,Solid chocolate confectionery products
NA,NA,2064211,Solid chocolate confectionery products without inclusions
NA,NA,2064231,Solid chocolate confectionery products with inclusions
NA,NA,2064251,Enrobed or molded chocolate confectionery products
NA,NA,2064271,Panned chocolate confectionery products
NA,NA,2064291,Chocolate assortments and other chocolate and chocolate type confectionery products
3113401,NA,20643,Nonchocolate type confectionery products
NA,NA,2064311,Hard candy
NA,NA,2064321,"Chewy nonchocolate candy, including granola bars"
NA,NA,2064331,Soft nonchocolate candies
NA,NA,2064391,"Other nonchocolate type confectioneries, includ. licorice, panned & iced candies"
3113404,NA,20648,Chewing gum and chewing gum base
3113407,NA,20649,"Other confectionery type products, including cough drops and candied fruit"
NA,NA,2064M,Miscellaneous receipts
NA,NA,2064MM,Miscellaneous receipts
NA,NA,2064S,Secondary products
311320,2066,2066,Chocolate and cocoa products
311320P,NA,2066P,Primary products
3113201,NA,20661,Chocolate coatings
311320122,NA,2066122,Milk chocolate coatings
311320172,NA,2066172,"Other coatings including sweet, liquor, and cocoa"
3113202,NA,20662,Chocolate confectionery products made from cocoa beans ground in the same establishment
3113202A,NA,20662A,"Solid chocolate confectiony products, with or without inclusions"
3113202B,NA,20662B,Enrobed or molded chocolate confectionery products with any type of center
311320295,NA,2066295,"Panned, assortments, and other chocolate confectionery products"
3113209,NA,20669,Other chocolate and cocoa products including syrups and cocoa butter
311320SM,NA,2066SM,Secondary products and miscellaneous receipts
311320M,NA,2066M,Miscellaneous receipts
311320S,NA,2066S,Secondary products
NA,NA,2066SS,Secondary products
NA,2068,2068,Salted and roasted nuts and seeds
3119111,NA,2068P,Primary products
31191111,NA,206811,Processed nuts (single or multiple varieties); sold in bulk
31191112,NA,206813,Processed nuts (single or multiple varieties); sold in consumer size cans/jars
31191113,NA,206815,Processed nuts packaged other than in cans/jars/bulk; and all snack seeds
311911SM,NA,2068SM,Secondary products and miscellaneous receipts
311911M,NA,2068M,Miscellaneous receipts
311911S,NA,2068S,Secondary products
NA,2074,2074,Cottonseed oil mill products
NA,NA,2074P,Primary products
3112231,NA,20741,"Cottonseed oil, crude"
3112234,NA,20742,"Cottonseed oil: once refined, not deodorized or used in end products"
3112237,NA,20743,Cotton linters
311223A,NA,20744,"Cottonseed cake, meal, and other byproducts"
311223A1,NA,2074414,Cottonseed cake and meal
311223A2,NA,2074493,"Cottonseed oil: once refined, purchased, deodorized; and all other byproducts"
NA,NA,2074M,Miscellaneous receipts
NA,NA,2074S,Secondary products
311222,2075,2075,Soybean oil mill products
311222P,NA,2075P,Primary products
3112221,NA,20751,Soybean oil
NA,NA,2075111,Crude soybean oil
31122211,NA,207511113,"Soybean oil, crude, degummed"
NA,NA,207511115,"Soybean oil, crude, not degummed"
3112224,NA,20752,"Soybean meal, and other byproducts"
NA,NA,2075211,"Soybean byproducts, meal"
NA,NA,2075298,"Soybean byproducts, other, including soy flour, grits and isolates"
311222SM,NA,2075SM,Secondary products and miscellaneous receipts
311222M,NA,2075M,Miscellaneous receipts
311222S,NA,2075S,Secondary products
NA,2076,2076,"Vegetable oil mills, nec"
NA,NA,2076P,Primary products
311223D,NA,20761,Linseed oil
311223G,NA,20762,"Vegetable oils, nec, incl. sunflower, peanut, coconut etc., not deodorized"
311223J,NA,20763,"All other oil mill products nec, incl cakes and meals and deodorized oils"
NA,NA,2076S,Secondary products
311613,2077,2077,Animal and marine fats and oils
311613P,NA,2077P,Primary products
3116131,NA,20771,Animal and marine grease and inedible tallow
3116134,NA,20772,Feed and fertilizer byproducts
31161341,NA,2077211,Meat and bone meal
31161342,NA,2077298,"All other byproducts incl. blood meal, feather meal, and dry rendered tankage"
NA,NA,20773,Animal and marine oil mill products
311613SM,NA,2077SM,Secondary products and miscellaneous receipts
311613M,NA,2077M,Miscellaneous receipts
311613S,NA,2077S,Secondary products
311225,2079,2079,"Shortening, cooking oils, and margarine"
311225P,NA,2079P,Primary products
3112251,NA,20791,Shortening and cooking oils
NA,NA,207911,Baking or frying fats
31122511,NA,2079113,"Baking or frying fats (shortening), 100% vegetable oil"
31122512,NA,2079115,"Baking or frying fats (shortening), 100% animal fats or blends of vegetable and animal fats"
31122513,NA,2079142,Hydrogenated oils other than baking or frying fats
NA,NA,207915,Salad or cooking oils
31122514,NA,2079151,"Salad or cooking oils, partially hydrogenated soybean oil"
NA,NA,2079152,"Salad or cooking oils, other soybean oil"
NA,NA,2079153,"Salad or cooking oils, cottonseed oil"
NA,NA,2079154,"Salad or cooking oils, vegetable oil blends"
NA,NA,2079159,All other salad or cooking oils
31122517,NA,2079171,Vegetable oil winter stearin
NA,NA,2079198,All other fully refined oils
3112254,NA,20792,Margarine
311225SM,NA,2079SM,Secondary products and miscellaneous receipts
311225M,NA,2079M,Miscellaneous receipts
NA,NA,2079Z89,Resales
311225S,NA,2079S,Secondary products
NA,NA,2079SS,Secondary products
312120,2082,2082,Malt beverages
312120P,NA,2082P,Primary products
3121201,NA,20821,Canned beer and ale case goods
3121202,NA,20822,Bottled beer and ale case goods
3121203,NA,20823,Beer and ale in barrels and kegs
3121204,NA,20824,All other malt beverages and brewing products
312120SM,NA,2082SM,Secondary products and miscellaneous receipts
312120M,NA,2082M,Miscellaneous receipts
312120S,NA,2082S,Secondary products
311213,2083,2083,Malt
311213P,NA,2083P,Primary products
3112131,NA,20831,Malt and malt by-products
311213SM,NA,2083SM,Secondary products and miscellaneous receipts
311213M,NA,2083M,Miscellaneous receipts
NA,NA,2083MM,Miscellaneous receipts
311213S,NA,2083S,Secondary products
312130,2084,2084,"Wines, brandy, and brandy spirits"
312130P,NA,2084P,Primary products
3121308,NA,20848,"Wines, brandy, and brandy spirits"
312130A,NA,2084A,Wines
31213081,NA,208481,Grape wine with 14 percent or less alcohol content
312130812,NA,2084812,White grape wine with 14 percent or less alcohol content
312130814,NA,2084814,Red grape wine with 14 percent or less alcohol content
312130816,NA,2084816,Rose grape wine with 14 percent or less alcohol content
312130825,NA,2084825,Dessert wines
312130831,NA,2084831,Effervescent wines
312130841,NA,2084841,"Non-grape fruit/berry wines, fortified wines (non-dessert), and specialty wines"
312130883,NA,2084883,"Beverage brandy, neutral fruit spirits, and neutral brandy spirits"
312130SM,NA,2084SM,Secondary products and miscellaneous receipts
312130M,NA,2084M,Miscellaneous receipts
312130S,NA,2084S,Secondary products
NA,NA,2084SS,Secondary products
312140,2085,2085,Distilled and blended liquors
312140P,NA,2085P,Primary products
3121407,NA,20857,"Bulk distilled liquors, except brandy, and distillers' dried grains"
3121408,NA,20858,"Bottled liquor, except brandy"
312140801,NA,2085801,"Whiskey, including bottled in bond"
312140822,NA,2085822,Gin
312140825,NA,2085825,"Cordials, liqueurs"
312140831,NA,2085831,Vodka
312140899,NA,2085899,"Other bottled liquors, except brandy"
312140SM,NA,2085SM,Secondary products and miscellaneous receipts
312140M,NA,2085M,Miscellaneous receipts
NA,NA,2085Z89,Resales
312140S,NA,2085S,Secondary products
NA,NA,2085SS,Secondary products
312111,2086,2086,Bottled and canned soft drinks and carbonated waters
312111P,NA,2086P,Primary products
3121111,NA,2086B,Bottled carbonated soft drinks
NA,NA,2086309,Bottled carbonated soft drinks in plastic bottles
NA,NA,2086339,"Bottle carbonated soft drinks, except those sold in plastic bottles"
3121114,NA,2086C,Canned carbonated soft drinks
3121117,NA,2086D,Soft drink flavoring syrup sold in bulk
NA,NA,2086E,"Noncarbonated soft drinks incl fruit drinks, cocktails, ades, and bottled water"
3121121,NA,2086608,Bottled water
312111A,NA,2086619,All other noncarbonated soft drinks
312111SM,NA,2086SM,Secondary products and miscellaneous receipts
312111M,NA,2086M,Miscellaneous receipts
NA,NA,2086Z89,Resales
312111S,NA,2086S,Secondary products
311930,2087,2087,"Flavoring extracts and flavoring syrups, nec"
311930P,NA,2087P,Primary products
3119424,NA,20871,"Flavoring extracts, emulsions, and other liquid flavors"
NA,NA,2087112,"Natural or true flavoring extracts, emulsions and other liquid flavors"
NA,NA,2087153,"Imitation flavoring extracts, emulsions and other liquid flavors"
3119301,NA,20872,Liquid beverage bases not for use by soft drink bottlers incl. cocktail mixes
3119304,NA,20873,Liquid beverage bases for use by soft drink bottlers
3119307,NA,20874,Other flavoring agents (except chocolate syrup)
311930SM,NA,2087SM,Secondary and miscellaneous receipts
311930M,NA,2087M,Miscellaneous receipts
311930S,NA,2087S,Secondary products
NA,NA,2087SS,Secondary products
311711,2091,2091,Canned and cured fish and seafoods
311711P,NA,2091P,Primary products
3117111,NA,20911,"Canned and cured fish and seafoods, incl soup (except frozen)"
31171111,NA,2091118,"Canned fish and seafood (except frozen), including salmon, sardines and tuna"
31171116,NA,2091131,"Canned seafood soups, stews, and chowders"
31171117,NA,2091161,Cured fish and seafoods
311711SM,NA,2091SM,Secondary products and miscellaneous receipts
311711M,NA,2091M,Miscellaneous receipts
311711S,NA,2091S,Secondary products
NA,NA,2091SS,Secondary products
311712,2092,2092,Prepared fresh or frozen fish and seafoods
311712P,NA,2092P,Primary products
3117121,NA,20922,Prepared fresh fish and other fresh seafood
3117122,NA,20923,"Frozen packaged fish, excluding shellfish"
NA,NA,209231,"Groundfish (cod, cusk, haddock, hake, perch, pollock, whiting)"
NA,NA,2092311,"Groundfish, fillets and steaks"
NA,NA,2092315,"Groundfish, sticks, portions, and other cuts"
NA,NA,209232,"Other frozen fish (salmon, flounder, halibut, etc.)"
3117123,NA,20925,Frozen packaged shellfish
31171231,NA,2092521,Frozen shrimp
31171232,NA,2092536,"Other frozen shellfish, incl. crabs, lobster tails, oysters, and clams"
3117124,NA,20926,"Other frozen seafoods, incl. surimi, soups, chowders, crabcakes, etc"
311712SM,NA,2092SM,Secondary products and miscellaneous receipts
311712M,NA,2092M,Miscellaneous receipts
NA,NA,2092MM,Miscellaneous receipts
311712S,NA,2092S,Secondary products
311920,2095,2095,Coffee
311920P,NA,2095P,Primary products
3119201,NA,20951,Whole bean and ground roasted coffee
31192011,NA,2095111,"Whole bean, roasted coffee"
31192019,NA,2095116,"Ground roasted coffee (incl extended yield and mixtures w/grain, chicory etc.)"
3119204,NA,20952,Concentrated (instant) coffee
311920SM,NA,2095SM,Secondary products and miscellaneous receipts
311920M,NA,2095M,Miscellaneous receipts
NA,NA,2095MM,Miscellaneous receipts
311920S,NA,2095S,Secondary products
311919,2096,2096,"Potato chips, corn chips, and similar snacks"
311919P,NA,2096P,Primary products
3119191,NA,20961,"Potato chips and sticks, plain and flavored"
3119194,NA,20962,"Corn chips, tortillas, curls, and related products"
31191949,NA,2096213,Corn and tortilla chips
31191943,NA,2096299,"Corn curls, puffs, and related products"
NA,NA,20963,"Other chips, sticks, etc., incl. uncandied popped popcorn and pork rinds"
311919SM,NA,2096SM,Secondary products and miscellaneous receipts
311919M,NA,2096M,Miscellaneous receipts
311919S,NA,2096S,Secondary products
312113,2097,2097,Manufactured ice
312113P,NA,2097P,Primary products
NA,NA,20971,Can or block ice
NA,NA,20972,"Cubed, crushed, or other processed ice"
312113SM,NA,2097SM,Secondary products and miscellaneous receipts
312113M,NA,2097M,Miscellaneous receipts
312113S,NA,2097S,Secondary products
