sic_industry,sic_product,sic_title,naics_product
2051,20512,"Bread type rolls, stuffing, and crumbs",3118124
NA,2051233,Hamburger and weiner rolls,NA
NA,2051238,"All other bread rolls & stuffing, incl bagels, croissants, Eng. muffins",NA
NA,20513,"Sweet yeast goods except frozen, incl yeast raised doughnuts, danishes, etc",311812D
NA,20514,"Soft cakes, except frozen, including fruit, pound, layer, etc",3118127
NA,20515,"Pies, except frozen, including fruit, cream, and custard",311812A
NA,20516,"Pastries, except frozen, including cream puffs, eclairs, muffins, etc",NA
NA,20517,"Doughnuts except frozen, cake type",NA
NA,2051SM,Secondary products and miscellaneous receipts,311812SM
NA,2051M,Miscellaneous receipts,311812M
NA,2051Z89,Resales,NA
NA,2051S,Secondary products,311812S
2052,2052,Cookies and crackers,311821
2052,2052P,Primary products,311821P
2052,20521,"Crackers, pretzels, biscuits, and related products",3118211
2052,2052125,Saltines,NA
2052,2052199,All other cracker and related products,NA
2052,20522,"Cookies, wafers, and ice cream cones and cups, except frozen",3118214
2052,2052213,Sandwich cookies,NA
2052,2052217,Chocolate chip cookies,NA
2052,2052299,"All other cookie, wafer, ice cream cone/cups, toaster pastries, related products",NA
2052,2052SM,Secondary products and miscellaneous receipts,311821SM
2052,2052M,Miscellaneous receipts,311821M
2052,2052Z89,Resales,NA
2052,2052S,Secondary products,311821S
2052,2052SS,Secondary products,NA
2053,2053,"Frozen bakery products, except bread",311813
2053,2053P,Primary products,311813P
2053,20531,Frozen bakery products,3118131
2053,2053111,"Frozen pies (fruit, custard and cream type)",NA
2053,2053113,"Sweet yeast goods including yeast raised doughnuts, sweet rolls, coffeecake, etc",NA
2053,2053114,"Soft cakes including pound, layer, sheet, fruit, cheese, etc",NA
2053,2053119,All other bakery products including cookies and pastries; excluding bread and rolls,NA
2053,2053SM,Secondary products and miscellaneous receipts,311813SM
2053,2053M,Miscellaneous receipts,311813M
2053,2053S,Secondary products,311813S
2061,2061,Raw cane sugar mills,311311
2061,2061P,Primary products,311311P
2061,20611,Raw cane sugar,NA
2061,2061111,Raw cane sugar,NA
2061,20612,Other sugar cane mill products and byproducts,NA
2061,2061265,"Molasses and syrup, including cane blackstrap (except refiners' blackstrap)",NA
2061,2061SM,Secondary products and miscellaneous receipts,311311SM
2061,2061M,Miscellaneous receipts,311311M
2061,2061S,Secondary products,311311S
2062,2062,Cane sugar refining,311312
2062,2062P,Primary products,311312P
2062,20621,Refined cane sugar and byproducts,3113121
2062,2062SM,Secondary products and miscellaneous receipts,311312SM
2062,2062M,Miscellaneous receipts,311312M
2062,2062S,Secondary products,311312S
2063,2063,Beet sugar processing,311313
2063,2063P,Primary products,311313P
2063,20631,Refined beet sugar and byproducts,3113131
2063,2063SM,Secondary products and miscellaneous receipts,311313SM
2063,2063M,Miscellaneous receipts,311313M
2063,2063S,Secondary products,311313S
2064,2064,"Candy and other confectionery products, and chewing gum",NA
2064,2064P,Primary products,NA
2064,20642,Chocolate and chocolate type confectionery products made from purchased chocolate,3113301
2064,20642A,Solid chocolate confectionery products,NA
2064,2064211,Solid chocolate confectionery products without inclusions,NA
2064,2064231,Solid chocolate confectionery products with inclusions,NA
2064,2064251,Enrobed or molded chocolate confectionery products,NA
2064,2064271,Panned chocolate confectionery products,NA
2064,2064291,Chocolate assortments and other chocolate and chocolate type confectionery products,NA
2064,20643,Nonchocolate type confectionery products,3113401
2064,2064311,Hard candy,NA
2064,2064321,"Chewy nonchocolate candy, including granola bars",NA
2064,2064331,Soft nonchocolate candies,NA
2064,2064391,"Other nonchocolate type confectioneries, includ. licorice, panned & iced candies",NA
2064,20648,Chewing gum and chewing gum base,3113404
2064,20649,"Other confectionery type products, including cough drops and candied fruit",3113407
2064,2064M,Miscellaneous receipts,NA
NA,2064MM,Miscellaneous receipts,NA
NA,2064S,Secondary products,NA
2066,2066,Chocolate and cocoa products,311320
2066,2066P,Primary products,311320P
2066,20661,Chocolate coatings,3113201
2066,2066122,Milk chocolate coatings,311320122
2066,2066172,"Other coatings including sweet, liquor, and cocoa",311320172
2066,20662,Chocolate confectionery products made from cocoa beans ground in the same establishment,3113202
2066,20662A,"Solid chocolate confectiony products, with or without inclusions",3113202A
2066,20662B,Enrobed or molded chocolate confectionery products with any type of center,3113202B
2066,2066295,"Panned, assortments, and other chocolate confectionery products",311320295
2066,20669,Other chocolate and cocoa products including syrups and cocoa butter,3113209
2066,2066SM,Secondary products and miscellaneous receipts,311320SM
2066,2066M,Miscellaneous receipts,311320M
2066,2066S,Secondary products,311320S
2066,2066SS,Secondary products,NA
2068,2068,Salted and roasted nuts and seeds,NA
2068,2068P,Primary products,3119111
2068,206811,Processed nuts (single or multiple varieties); sold in bulk,31191111
2068,206813,Processed nuts (single or multiple varieties); sold in consumer size cans/jars,31191112
2068,206815,Processed nuts packaged other than in cans/jars/bulk; and all snack seeds,31191113
2068,2068SM,Secondary products and miscellaneous receipts,311911SM
2068,2068M,Miscellaneous receipts,311911M
2068,2068S,Secondary products,311911S
2074,2074,Cottonseed oil mill products,NA
2074,2074P,Primary products,NA
2074,20741,"Cottonseed oil, crude",3112231
2074,20742,"Cottonseed oil: once refined, not deodorized or used in end products",3112234
2074,20743,Cotton linters,3112237
2074,20744,"Cottonseed cake, meal, and other byproducts",311223A
2074,2074414,Cottonseed cake and meal,311223A1
2074,2074493,"Cottonseed oil: once refined, purchased, deodorized; and all other byproducts",311223A2
2074,2074M,Miscellaneous receipts,NA
2074,2074S,Secondary products,NA
2075,2075,Soybean oil mill products,311222
2075,2075P,Primary products,311222P
2075,20751,Soybean oil,3112221
2075,2075111,Crude soybean oil,NA
2075,207511113,"Soybean oil, crude, degummed",31122211
2075,207511115,"Soybean oil, crude, not degummed",NA
2075,20752,"Soybean meal, and other byproducts",3112224
2075,2075211,"Soybean byproducts, meal",NA
2075,2075298,"Soybean byproducts, other, including soy flour, grits and isolates",NA
2075,2075SM,Secondary products and miscellaneous receipts,311222SM
2075,2075M,Miscellaneous receipts,311222M
2075,2075S,Secondary products,311222S
2076,2076,"Vegetable oil mills, nec",NA
2076,2076P,Primary products,NA
2076,20761,Linseed oil,311223D
2076,20762,"Vegetable oils, nec, incl. sunflower, peanut, coconut etc., not deodorized",311223G
2076,20763,"All other oil mill products nec, incl cakes and meals and deodorized oils",311223J
2076,2076S,Secondary products,NA
2077,2077,Animal and marine fats and oils,311613
2077,2077P,Primary products,311613P
2077,20771,Animal and marine grease and inedible tallow,3116131
2077,20772,Feed and fertilizer byproducts,3116134
2077,2077211,Meat and bone meal,31161341
2077,2077298,"All other byproducts incl. blood meal, feather meal, and dry rendered tankage",31161342
2077,20773,Animal and marine oil mill products,NA
2077,2077SM,Secondary products and miscellaneous receipts,311613SM
2077,2077M,Miscellaneous receipts,311613M
2077,2077S,Secondary products,311613S
2079,2079,"Shortening, cooking oils, and margarine",311225
2079,2079P,Primary products,311225P
2079,20791,Shortening and cooking oils,3112251
2079,207911,Baking or frying fats,NA
2079,2079113,"Baking or frying fats (shortening), 100% vegetable oil",31122511
2079,2079115,"Baking or frying fats (shortening), 100% animal fats or blends of vegetable and animal fats",31122512
2079,2079142,Hydrogenated oils other than baking or frying fats,31122513
2079,207915,Salad or cooking oils,NA
2079,2079151,"Salad or cooking oils, partially hydrogenated soybean oil",31122514
2079,2079152,"Salad or cooking oils, other soybean oil",NA
2079,2079153,"Salad or cooking oils, cottonseed oil",NA
NA,2079154,"Salad or cooking oils, vegetable oil blends",NA
NA,2079159,All other salad or cooking oils,NA
NA,2079171,Vegetable oil winter stearin,31122517
NA,2079198,All other fully refined oils,NA
NA,20792,Margarine,3112254
NA,2079SM,Secondary products and miscellaneous receipts,311225SM
NA,2079M,Miscellaneous receipts,311225M
NA,2079Z89,Resales,NA
NA,2079S,Secondary products,311225S
NA,2079SS,Secondary products,NA
2082,2082,Malt beverages,312120
2082,2082P,Primary products,312120P
2082,20821,Canned beer and ale case goods,3121201
2082,20822,Bottled beer and ale case goods,3121202
2082,20823,Beer and ale in barrels and kegs,3121203
2082,20824,All other malt beverages and brewing products,3121204
2082,2082SM,Secondary products and miscellaneous receipts,312120SM
2082,2082M,Miscellaneous receipts,312120M
2082,2082S,Secondary products,312120S
2083,2083,Malt,311213
2083,2083P,Primary products,311213P
2083,20831,Malt and malt by-products,3112131
2083,2083SM,Secondary products and miscellaneous receipts,311213SM
2083,2083M,Miscellaneous receipts,311213M
2083,2083MM,Miscellaneous receipts,NA
2083,2083S,Secondary products,311213S
2084,2084,"Wines, brandy, and brandy spirits",312130
2084,2084P,Primary products,312130P
2084,20848,"Wines, brandy, and brandy spirits",3121308
2084,2084A,Wines,312130A
2084,208481,Grape wine with 14 percent or less alcohol content,31213081
2084,2084812,White grape wine with 14 percent or less alcohol content,312130812
2084,2084814,Red grape wine with 14 percent or less alcohol content,312130814
2084,2084816,Rose grape wine with 14 percent or less alcohol content,312130816
2084,2084825,Dessert wines,312130825
2084,2084831,Effervescent wines,312130831
2084,2084841,"Non-grape fruit/berry wines, fortified wines (non-dessert), and specialty wines",312130841
2084,2084883,"Beverage brandy, neutral fruit spirits, and neutral brandy spirits",312130883
2084,2084SM,Secondary products and miscellaneous receipts,312130SM
2084,2084M,Miscellaneous receipts,312130M
2084,2084S,Secondary products,312130S
2084,2084SS,Secondary products,NA
2085,2085,Distilled and blended liquors,312140
2085,2085P,Primary products,312140P
2085,20857,"Bulk distilled liquors, except brandy, and distillers' dried grains",3121407
2085,20858,"Bottled liquor, except brandy",3121408
2085,2085801,"Whiskey, including bottled in bond",312140801
2085,2085822,Gin,312140822
2085,2085825,"Cordials, liqueurs",312140825
2085,2085831,Vodka,312140831
2085,2085899,"Other bottled liquors, except brandy",312140899
2085,2085SM,Secondary products and miscellaneous receipts,312140SM
2085,2085M,Miscellaneous receipts,312140M
2085,2085Z89,Resales,NA
2085,2085S,Secondary products,312140S
2085,2085SS,Secondary products,NA
2086,2086,Bottled and canned soft drinks and carbonated waters,312111
2086,2086P,Primary products,312111P
2086,2086B,Bottled carbonated soft drinks,3121111
2086,2086309,Bottled carbonated soft drinks in plastic bottles,NA
2086,2086339,"Bottle carbonated soft drinks, except those sold in plastic bottles",NA
2086,2086C,Canned carbonated soft drinks,3121114
2086,2086D,Soft drink flavoring syrup sold in bulk,3121117
2086,2086E,"Noncarbonated soft drinks incl fruit drinks, cocktails, ades, and bottled water",NA
2086,2086608,Bottled water,3121121
2086,2086619,All other noncarbonated soft drinks,312111A
2086,2086SM,Secondary products and miscellaneous receipts,312111SM
2086,2086M,Miscellaneous receipts,312111M
2086,2086Z89,Resales,NA
2086,2086S,Secondary products,312111S
2087,2087,"Flavoring extracts and flavoring syrups, nec",311930
2087,2087P,Primary products,311930P
2087,20871,"Flavoring extracts, emulsions, and other liquid flavors",3119424
NA,2087112,"Natural or true flavoring extracts, emulsions and other liquid flavors",NA
NA,2087153,"Imitation flavoring extracts, emulsions and other liquid flavors",NA
NA,20872,Liquid beverage bases not for use by soft drink bottlers incl. cocktail mixes,3119301
NA,20873,Liquid beverage bases for use by soft drink bottlers,3119304
NA,20874,Other flavoring agents (except chocolate syrup),3119307
NA,2087SM,Secondary and miscellaneous receipts,311930SM
NA,2087M,Miscellaneous receipts,311930M
NA,2087S,Secondary products,311930S
NA,2087SS,Secondary products,NA
2091,2091,Canned and cured fish and seafoods,311711
2091,2091P,Primary products,311711P
2091,20911,"Canned and cured fish and seafoods, incl soup (except frozen)",3117111
2091,2091118,"Canned fish and seafood (except frozen), including salmon, sardines and tuna",31171111
2091,2091131,"Canned seafood soups, stews, and chowders",31171116
2091,2091161,Cured fish and seafoods,31171117
2091,2091SM,Secondary products and miscellaneous receipts,311711SM
2091,2091M,Miscellaneous receipts,311711M
2091,2091S,Secondary products,311711S
2091,2091SS,Secondary products,NA
2092,2092,Prepared fresh or frozen fish and seafoods,311712
2092,2092P,Primary products,311712P
2092,20922,Prepared fresh fish and other fresh seafood,3117121
2092,20923,"Frozen packaged fish, excluding shellfish",3117122
2092,209231,"Groundfish (cod, cusk, haddock, hake, perch, pollock, whiting)",NA
2092,2092311,"Groundfish, fillets and steaks",NA
2092,2092315,"Groundfish, sticks, portions, and other cuts",NA
2092,209232,"Other frozen fish (salmon, flounder, halibut, etc.)",NA
2092,20925,Frozen packaged shellfish,3117123
2092,2092521,Frozen shrimp,31171231
2092,2092536,"Other frozen shellfish, incl. crabs, lobster tails, oysters, and clams",31171232
2092,20926,"Other frozen seafoods, incl. surimi, soups, chowders, crabcakes, etc",3117124
2092,2092SM,Secondary products and miscellaneous receipts,311712SM
2092,2092M,Miscellaneous receipts,311712M
2092,2092MM,Miscellaneous receipts,NA
